1.66667	43.1522
5	23.1942
8.33333	13.0072
11.6667	8.70868
15	6.70629
18.3333	5.47682
21.6667	4.26687
25	3.63249
28.3333	3.24665
31.6667	2.6522
35	2.385
38.3333	2.04915
41.6667	1.81142
45	1.63333
48.3333	1.4194
51.6667	1.36718
55	1.29733
58.3333	1.21792
61.6667	1.05596
65	0.989499
68.3333	0.893163
71.6667	0.830681
75	0.839493
78.3333	0.706863
81.6667	0.694267
85	0.670021
88.3333	0.603159
91.6667	0.58409
95	0.57264
98.3333	0.456987
101.667	0.468338
105	0.41188
108.333	0.445486
111.667	0.438815
115	0.339641
118.333	0.337699
121.667	0.358908
125	0.348154
128.333	0.297472
131.667	0.279698
135	0.350195
138.333	0.261626
141.667	0.226925
145	0.272828
148.333	0.272031
151.667	0.236832
155	0.22578
158.333	0.219706
161.667	0.203127
165	0.195659
168.333	0.20477
171.667	0.137659
175	0.163896
178.333	0.16285
181.667	0.159365
185	0.166983
188.333	0.176442
191.667	0.141243
195	0.152395
198.333	0.151698
201.667	0.129991
205	0.111919
208.333	0.142737
211.667	0.111969
215	0.135966
218.333	0.119387
221.667	0.109778
225	0.133825
228.333	0.0684559
231.667	0.119536
235	0.098676
238.333	0.102609
241.667	0.097282
245	0.110525
248.333	0.0815994
251.667	0.0862793
255	0.0698001
258.333	0.0538686
261.667	0.0961867
265	0.0727873
268.333	0.0549639
271.667	0.060988
275	0.0839891
278.333	0.0977799
281.667	0.0545656
285	0.0570051
288.333	0.0717418
291.667	0.0765212
295	0.0646224
298.333	0.0681572
301.667	0.0701984
305	0.0654189
308.333	0.0550634
311.667	0.0510805
315	0.0628301
318.333	0.0619837
321.667	0.0547149
325	0.0411731
328.333	0.0430152
331.667	0.0389825
335	0.0532711
338.333	0.0561587
341.667	0.055163
345	0.0405259
348.333	0.0349996
351.667	0.0412229
355	0.0347009
358.333	0.0267849
361.667	0.0457534
365	0.0328588
368.333	0.0161307
371.667	0.0431148
375	0.0497363
378.333	0.0264364
381.667	0.020711
385	0.0402272
388.333	0.0243952
391.667	0.0264364
395	0.0203127
398.333	0.0226527
401.667	0.0172758
405	0.0415216
408.333	0.0154835
411.667	0.0153341
415	0.036543
418.333	0.0187196
421.667	0.0312657
425	0.0259386
428.333	0.022802
431.667	0.0262373
435	0.0150852
438.333	0.0254905
441.667	0.0120482
445	0.0163298
448.333	0.0194166
451.667	0.0238475
455	0.0255901
458.333	0.0203625
461.667	0.0307678
465	0.0254905
468.333	0.0167779
471.667	0.00632283
475	0.00926021
478.333	0.00901128
481.667	0.0232003
485	0.0358958
488.333	0.0060739
491.667	0.0146371
495	0.0147865
498.333	0.014438
501.667	0.0174749
505	0.015135
508.333	0.0240965
511.667	0.0120482
515	0.0192174
518.333	0.0144878
521.667	0.0116499
525	0.0196157
528.333	0.0113512
531.667	0.00622326
535	0.0170268
538.333	0.0144878
541.667	0.0164294
545	0.0118491
548.333	0.0142388
551.667	0.00622326
555	0.0163796
558.333	0.00114508
561.667	0.00577519
565	0.00736834
568.333	0.000796578
571.667	0.00831428
575	0.0145375
578.333	0.0225033
581.667	0.00348503
585	0.0060739
588.333	0.0190681
591.667	0.00816492
595	0.0112517
598.333	0.00577519
601.667	0.0107538
605	0.0111521
608.333	0.00846364
611.667	0.0115504
615	0.00303695
618.333	0.00846364
621.667	0.00562583
625	0.00856321
628.333	0.0134422
631.667	0.00263866
635	0.0032361
638.333	0.000398289
641.667	0.000298717
645	0.00602412
648.333	0.0162303
651.667	0.00642241
655	0.00308674
658.333	0.0057254
661.667	0.0060739
665	0.00562583
668.333	0.00547647
671.667	0.00602412
675	0.00592455
678.333	0.00821471
681.667	0.0057254
685	0.00706963
688.333	0.00552626
691.667	0.00293738
695	0.00293738
698.333	0.00821471
701.667	0.0107538
705	0.00308674
708.333	0.00582497
711.667	0.00298717
715	0.00602412
718.333	0.00821471
721.667	0.00542668
725	0.0053769
728.333	0.00577519
731.667	0.00283781
735	0.0109529
738.333	0
741.667	0.00278802
745	0.00298717
748.333	0.00836406
751.667	0.000348503
755	0.000149358
758.333	0.00567562
761.667	0.00557604
765	0.000547647
768.333	0.00816492
771.667	0
775	0.00303695
778.333	0.0057254
781.667	0.00557604
785	0.000298717
788.333	0.00557604
791.667	0.000298717
795	0.00298717
798.333	0.000149358
801.667	0.00288759
805	0.00557604
808.333	0.00836406
811.667	0.00841385
815	0.00567562
818.333	0.000348503
821.667	0.000149358
825	0.00547647
828.333	0.00288759
831.667	0.000199144
835	0.010704
838.333	0.000149358
841.667	9.95722e-05
845	0.00024893
848.333	0.00024893
851.667	0.00293738
855	0.00273824
858.333	0.00308674
861.667	0.00273824
865	0
868.333	0.00557604
871.667	4.97861e-05
875	0.00542668
878.333	9.95722e-05
881.667	0.00273824
885	0.000199144
888.333	0
891.667	0.00283781
895	0.00283781
898.333	0.00283781
901.667	0.00268845
905	0.00024893
908.333	0.00024893
911.667	0.0053769
915	4.97861e-05
918.333	9.95722e-05
921.667	0.00268845
925	0.00283781
928.333	0.00268845
931.667	9.95722e-05
935	0.000199144
938.333	0.00278802
941.667	0
945	0.000149358
948.333	0.00278802
951.667	4.97861e-05
955	9.95722e-05
958.333	0.00278802
961.667	0.00268845
965	0.000149358
968.333	0.00278802
971.667	0.00268845
975	9.95722e-05
978.333	0.00821471
981.667	0.00278802
985	0
988.333	0
991.667	9.95722e-05
995	4.97861e-05
998.333	0
